Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
11/29/2018,FORD,4D,,BLK,AD43926,IL,701 N. Sacramento,(773) 265-7605,6940295
10/28/2018,CHEV,4D,,WHI,AS50478,IL,10300 S. Doty,(773) 568-8495,2862369
10/20/2018,FORD,PK,,RED,2411322B,IL,10300 S. Doty,(773) 568-8495,2861575
10/20/2018,CHEV,4T,,PLE,795597,IL,701 N. Sacramento,(773) 265-7605,6937483
10/20/2018,VOLK,4D,,BLU,AP17327,IL,10300 S. Doty,(773) 568-8495,2861579
11/29/2018,VOLV,4D,,BLU,AS84274,IL,701 N. Sacramento,(773) 265-7605,6940292
11/29/2018,CHEV,LL,,,,IL,10300 S. Doty,(773) 568-8495,2864189
11/29/2018,ACUR,4D,,GRY,820TTF,IL,701 N. Sacramento,(773) 265-7605,6940325
11/30/2018,TOYT,LL,,GRY,ZU36266,IL,701 N. Sacramento,(773) 265-7605,6940385
10/20/2018,PONT,4T,,BLK,AB69805,IL,701 N. Sacramento,(773) 265-7605,6937485
10/20/2018,HYUN,4D,,GRY,AQ60511,IL,10300 S. Doty,(773) 568-8495,2861576
10/20/2018,CHEV,4D,,MAR,AK90920,IL,701 N. Sacramento,(773) 265-7605,6937484
11/30/2018,DODG,4D,,BRZ,AH33586,IL,701 N. Sacramento,(773) 265-7605,6940384
11/30/2018,NISS,VN,,GLD,AJ79333,IL,701 N. Sacramento,(773) 265-7605,6940413
10/28/2018,CHEV,4D,,BLK,P915563,IL,10300 S. Doty,(773) 568-8495,2862370
11/30/2018,KIA,4D,,SIL,8DKR388,CA,10300 S. Doty,(773) 568-8495,2864244
10/29/2018,DODG,4D,,GRY,Q953243,IL,400 E. Lower Wacker,(312) 744-7550,995017
11/29/2018,DODG,4D,,BLK,355U852,IL,701 N. Sacramento,(773) 265-7605,6940320
11/29/2018,HOND,4D,,GRN,255434,IL,701 N. Sacramento,(773) 265-7605,6940321
11/29/2018,BUIC,4D,,WHI,AQ72487,IL,701 N. Sacramento,(773) 265-7605,6940323
10/20/2018,TOYT,4D,,SIL,9552861,IL,10300 S. Doty,(773) 568-8495,2861610
11/30/2018,CHEV,4D,,SIL,AA81649,IL,10300 S. Doty,(773) 568-8495,2864213
10/28/2018,HOND,4D,,SIL,AP38261,IL,10300 S. Doty,(773) 568-8495,2862328
10/28/2018,CHEV,4D,,BLU,327U912,IL,10300 S. Doty,(773) 568-8495,2862329
10/28/2018,SAA,4D,,GRY,AW35410,IL,10300 S. Doty,(773) 568-8495,2862358
11/30/2018,BUIC,4D,,MAR,AP19674,IL,10300 S. Doty,(773) 568-8495,2864212
11/30/2018,CADI,4D,,,,IL,701 N. Sacramento,(773) 265-7605,6940408
12/01/2018,JEEP,LL,,WHI,537ZFK,TN,701 N. Sacramento,(773) 265-7605,6940549
12/01/2018,NISS,LL,TK,SIL,402U625,IL,701 N. Sacramento,(773) 265-7605,6940704
12/02/2018,ACUR,2D,,GRY,AV82305,IL,10300 S. Doty,(773) 568-8495,2864397
11/30/2018,SATR,4D,,WHI,7ZJZ741,CA,10300 S. Doty,(773) 568-8495,2864252
10/28/2018,FORD,PK,TK,ONG,,IL,701 N. Sacramento,(773) 265-7605,6938056
11/30/2018,BUIC,4D,,,AN71108,IL,10300 S. Doty,(773) 568-8495,2864253
11/30/2018,LINC,LL,,BLK,BA69319,IL,10300 S. Doty,(773) 568-8495,2864256
12/01/2018,DODG,LL,,GRN,AT82859,IL,701 N. Sacramento,(773) 265-7605,6940438
12/01/2018,TOYT,LL,,SIL,523088,IL,701 N. Sacramento,(773) 265-7605,6940439
12/01/2018,HYUN,LL,,SIL,AB23763,IL,701 N. Sacramento,(773) 265-7605,6940440
09/27/2018,CHEV,4D,,BLK,AM92578,IL,10300 S. Doty,(773) 568-8495,2859968
09/27/2018,CHEV,4D,,WHI,352U375,IL,10300 S. Doty,(773) 568-8495,2859971
09/27/2018,FORD,4D,,SIL,H459926,IL,701 N. Sacramento,(773) 265-1846,1537851
12/01/2018,PONT,4D,,GRY,BB81271,IL,701 N. Sacramento,(773) 265-7605,6940482
12/01/2018,TOYT,VN,,GRN,AQ42023,IL,701 N. Sacramento,(773) 265-7605,6940484
09/28/2018,NISS,4D,,RED,AH25533,IL,10300 S. Doty,(773) 568-8495,2860058
09/29/2018,TOYT,4T,,GRY,AB80380,IL,701 N. Sacramento,(773) 265-7605,6935531
09/29/2018,SUBA,LL,,GRY,DL024CR,IL,701 N. Sacramento,(773) 265-7605,6935595
09/29/2018,,,,,E362896,IL,10300 S. Doty,(773) 568-8495,2860253
09/27/2018,HOND,4D,,GRY,,,701 N. Sacramento,(773) 265-7605,6935401
09/27/2018,CHRY,VN,,SIL,AC95545,IL,701 N. Sacramento,(773) 265-1846,1537847
09/27/2018,CHRY,VN,,GRN,AE30326,IL,10300 S. Doty,(773) 568-8495,2860003
09/27/2018,NISS,4D,,BLK,592679,IL,10300 S. Doty,(773) 568-8495,2860004
09/27/2018,FORD,4D,,BLK,AN24593,IL,701 N. Sacramento,(773) 265-7605,6935425
09/28/2018,NISS,4D,,BRZ,304219,IL,701 N. Sacramento,(773) 265-7605,6935457
10/27/2018,PONT,4D,,BLU,AP72383,IL,701 N. Sacramento,(773) 265-7605,6937955
12/01/2018,HYUN,4D,,SIL,AV49967,IL,701 N. Sacramento,(773) 265-7605,6940451
10/27/2018,CHEV,4D,,GRY,ZY71546,IL,10300 S. Doty,(773) 568-8495,2862252
12/01/2018,TOYT,4D,,MAR,1427327,IL,701 N. Sacramento,(773) 265-7605,6940456
12/01/2018,SATR,2D,,BLK,AE36175,IL,701 N. Sacramento,(773) 265-7605,6940458
09/27/2018,PONT,4D,,BLK,FFR671,IA,10300 S. Doty,(773) 568-8495,2859989
09/27/2018,VOLK,4D,,BLU,V210570,IL,10300 S. Doty,(773) 568-8495,2860001
10/27/2018,AUDI,4D,,BLK,294U753,IL,701 N. Sacramento,(773) 265-7605,6937981
09/27/2018,FORD,4D,,GRY,AL23671,IL,400 E. Lower Wacker,(312) 744-7550,993387
09/27/2018,NISS,4D,,SIL,6304266,IL,10300 S. Doty,(773) 568-8495,2859953
12/01/2018,FORD,4D,,BLU,AD58092,IL,701 N. Sacramento,(773) 265-7605,6940464
09/29/2018,HOND,VN,,GRY,AX18767,IL,701 N. Sacramento,(773) 265-7605,6935526
10/27/2018,LEXS,4D,,SIL,AQ55951,IL,10300 S. Doty,(773) 568-8495,2862259
12/01/2018,FORD,LL,,BLK,BC40113,IL,10300 S. Doty,(773) 568-8495,2864274
12/01/2018,TOYT,4D,,GRN,BA37284,IL,10300 S. Doty,(773) 568-8495,2864273
09/29/2018,MERC,SW,,GLD,AJ47680,IL,701 N. Sacramento,(773) 265-7605,6935598
10/20/2018,HYUN,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6937554
10/28/2018,CHRY,4T,,WHI,291U709,IL,10300 S. Doty,(773) 568-8495,2862364
12/01/2018,LEXS,LL,,WHI,AFW352,MN,701 N. Sacramento,(773) 265-7605,6940531
12/01/2018,CHRY,VN,,GLD,AU30378,IL,701 N. Sacramento,(773) 265-7605,6940574
12/01/2018,CHEV,4D,,WHI,245478,IL,701 N. Sacramento,(773) 265-7605,6940537
09/29/2018,LINC,4T,,GRY,AY32083,IL,701 N. Sacramento,(773) 265-7605,6935520
10/28/2018,PONT,4D,,SIL,348230,IL,701 N. Sacramento,(773) 265-7605,6938062
10/28/2018,CHEV,2D,,BLU,825093,IL,10300 S. Doty,(773) 568-8495,2862362
12/01/2018,NISS,LL,,GRY,Z262237,IL,701 N. Sacramento,(773) 265-7605,6940607
09/28/2018,BUIC,4D,,BRO,Q347631,IL,701 N. Sacramento,(773) 265-7605,6935458
09/28/2018,CHEV,2D,,GRN,155LIR,IN,10300 S. Doty,(773) 568-8495,2860051
09/28/2018,CHEV,PK,,GRY,2070951B,IL,10300 S. Doty,(773) 568-8495,2860052
09/28/2018,PONT,2D,,WHI,AZ90094,IL,701 N. Sacramento,(773) 265-7605,6935461
12/01/2018,ACUR,LL,,GRY,AN83340,IL,10300 S. Doty,(773) 568-8495,2864276
10/26/2018,JEEP,LL,,BLK,856YKY,CT,701 N. Sacramento,(773) 265-7605,6937887
10/29/2018,CHEV,LL,TK,BLU,68808GB,IL,701 N. Sacramento,(773) 265-7605,6938094
09/27/2018,CADI,4D,,WHI,T294661,IL,701 N. Sacramento,(773) 265-7605,6935429
10/29/2018,JEEP,LL,,BLK,,,701 N. Sacramento,(773) 265-7605,6938106
10/30/2018,HD,MC,,RED,EK4592,IL,10300 S. Doty,(773) 568-8495,2862431
09/28/2018,CHEV,4D,,BLU,511360,IL,701 N. Sacramento,(773) 265-7605,6935467
09/29/2018,PONT,4D,,RED,BA25364,IL,701 N. Sacramento,(773) 265-7605,6935597
10/29/2018,HYUN,4D,,GRN,BB20659,IL,10300 S. Doty,(773) 568-8495,2862382
10/29/2018,JEEP,4T,,RED,,IL,10300 S. Doty,(773) 568-8495,2862383
10/29/2018,NISS,4T,,WHI,,IL,10300 S. Doty,(773) 568-8495,2862379
09/27/2018,DODG,VN,,BLU,AX22714,IL,10300 S. Doty,(773) 568-8495,2859974
09/27/2018,DODG,LL,,WHI,AJ20689,IL,400 E. Lower Wacker,(312) 744-7550,993411
10/29/2018,HOND,4D,ACC,SIL,,IL,10300 S. Doty,(773) 568-8495,2862399
10/29/2018,DODG,4D,,GRY,AP14310,IL,10300 S. Doty,(773) 568-8495,2862404
12/01/2018,TOYT,4D,,BLK,AG91668,IL,701 N. Sacramento,(773) 265-7605,6940597
10/30/2018,VOLK,4D,,WHI,8004AH5,AL,701 N. Sacramento,(773) 265-7605,6938173
09/27/2018,CHEV,4D,,BLK,S481390,IL,10300 S. Doty,(773) 568-8495,2860009
10/30/2018,PONT,4D,,GRN,231U053,IL,10300 S. Doty,(773) 568-8495,2862444
09/28/2018,HYUN,4D,,BLK,AW74255,IL,701 N. Sacramento,(773) 265-7605,6935470
09/28/2018,FORD,4D,,DGR,ZU73982,IL,701 N. Sacramento,(773) 265-7605,6935499
09/29/2018,ACUR,4D,,SIL,8447694,IL,701 N. Sacramento,(773) 265-7605,6935576
09/29/2018,BUIC,4D,,SIL,E559668,IL,701 N. Sacramento,(773) 265-7605,6935574
09/29/2018,HOND,2D,,GRY,305U542,IL,701 N. Sacramento,(773) 265-7605,6935593
09/29/2018,CHEV,VN,,TAN,,,10300 S. Doty,(773) 568-8495,2860260
09/29/2018,MERC,4D,,GRN,990738,IL,10300 S. Doty,(773) 568-8495,2860263
09/29/2018,CHEV,VN,,BLU,Z723170,IL,10300 S. Doty,(773) 568-8495,2860262
10/26/2018,GMC,4T,,TAN,,IL,10300 S. Doty,(773) 568-8495,2862093
10/29/2018,OLDS,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6938085
12/01/2018,ACUR,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2864355
10/29/2018,AUDI,4D,,BLK,BB15077,IL,701 N. Sacramento,(773) 265-7605,6938086
10/27/2018,PONT,2D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2862304
10/29/2018,MITS,2H,,GRY,AN58457,IL,701 N. Sacramento,(773) 265-7605,6938111
09/28/2018,MITS,4D,,BLK,Z547141,IL,10300 S. Doty,(773) 568-8495,2860065
10/30/2018,GMC,LL,,TAN,,IL,701 N. Sacramento,(773) 265-7605,6938117
10/30/2018,FORD,LL,TK,TAN,AT79407,IL,701 N. Sacramento,(773) 265-7605,6938116
10/30/2018,CHEV,4D,,WHI,AK83212,IL,10300 S. Doty,(773) 568-8495,2862418
12/01/2018,CHEV,LL,,WHI,AT38623,IL,10300 S. Doty,(773) 568-8495,2864280
10/20/2018,CHEV,LL,,GRY,Z268405,IL,701 N. Sacramento,(773) 265-7605,6937552
10/29/2018,NISS,4D,ALT,GRY,AJ83078,IL,701 N. Sacramento,(773) 265-7605,6938078
10/29/2018,CHEV,LL,TAH,BLU,GWT239,IA,701 N. Sacramento,(773) 265-7605,6938077
12/01/2018,HYUN,4D,,GRY,ZX15915,IL,701 N. Sacramento,(773) 265-7605,6940666
10/29/2018,FORD,4D,,BLU,100U237,IL,701 N. Sacramento,(773) 265-7605,6938107
10/30/2018,CHEV,4D,,RED,333U472,IL,701 N. Sacramento,(773) 265-7605,6938115
10/30/2018,FORD,VN,,WHI,1892961B,IL,701 N. Sacramento,(773) 265-7605,6938112
10/30/2018,FORD,VN,,TAN,495885,IL,701 N. Sacramento,(773) 265-7605,6938131
10/30/2018,CHEV,4D,,BLU,Z673162,IL,10300 S. Doty,(773) 568-8495,2862448
10/30/2018,CHEV,2D,,GLD,,IL,10300 S. Doty,(773) 568-8495,2862449
10/31/2018,AUDI,4D,,BLK,BB22258,IL,10300 S. Doty,(773) 568-8495,2862451
12/01/2018,JEEP,LL,,SIL,Q821451,IL,701 N. Sacramento,(773) 265-7605,6940616
09/27/2018,DODG,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2860016
12/01/2018,BMW,4D,,BLK,H747713,IL,701 N. Sacramento,(773) 265-7605,6940667
12/01/2018,TOYT,VN,,RED,AW75472,IL,10300 S. Doty,(773) 568-8495,2864278
09/27/2018,SATR,LL,,RED,AV92050,IL,10300 S. Doty,(773) 568-8495,2860013
09/29/2018,BUIC,4D,,SIL,AV78450,IL,10300 S. Doty,(773) 568-8495,2860257
09/30/2018,CHEV,4D,,BRO,AE15268,IL,10300 S. Doty,(773) 568-8495,2860323
10/27/2018,HYUN,4D,,SIL,AY76046,IL,701 N. Sacramento,(773) 265-7605,6937974
10/20/2018,FORD,4D,,RED,,IL,701 N. Sacramento,(773) 265-7605,6937555
10/20/2018,BMW,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2861624
10/20/2018,TOYT,4D,,TAN,513083,IL,10300 S. Doty,(773) 568-8495,2861622
10/20/2018,CHEV,LL,,BLU,,IL,10300 S. Doty,(773) 568-8495,2861623
10/29/2018,CADI,4D,,WHI,AV29899,IL,10300 S. Doty,(773) 568-8495,2862391
10/20/2018,DODG,4D,,SIL,972T836,IL,10300 S. Doty,(773) 568-8495,2861621
10/28/2018,CHEV,4D,,GRY,244U232,IL,10300 S. Doty,(773) 568-8495,2862320
10/29/2018,ACUR,4D,,BLK,AQ47857,IL,701 N. Sacramento,(773) 265-7605,6938109
10/30/2018,JEEP,LL,TK,BLK,S881670,IL,10300 S. Doty,(773) 568-8495,2862423
09/28/2018,FORD,VN,,BGE,Q838507,IL,701 N. Sacramento,(773) 265-7605,6935440
09/28/2018,PONT,4D,,SIL,333U420,IL,701 N. Sacramento,(773) 265-7605,6935438
09/28/2018,ACUR,4D,,BLU,N519651,IL,400 E. Lower Wacker,(312) 744-7550,993440
09/28/2018,PONT,4D,,SIL,AX17275,IL,701 N. Sacramento,(773) 265-7605,6935439
10/29/2018,CHRY,4D,,GRN,BB47697,IL,701 N. Sacramento,(773) 265-7605,6938081
10/27/2018,,MS,,YEL,ER9279,IL,701 N. Sacramento,(773) 265-7605,6938005
10/27/2018,PONT,4D,,WHI,AV80600,IL,701 N. Sacramento,(773) 265-7605,6938006
12/01/2018,NISS,VN,,SIL,K103985,IL,701 N. Sacramento,(773) 265-7605,6940676
10/29/2018,FORD,PK,TK,BLK,2386018B,IL,701 N. Sacramento,(773) 265-7605,6938102
12/01/2018,CHRY,4D,,PLE,GZP8749,IL,701 N. Sacramento,(773) 265-7605,6940664
10/30/2018,PONT,4D,,GRY,,,10300 S. Doty,(773) 568-8495,2862421
10/30/2018,HOND,2D,,RED,AT80178,IL,701 N. Sacramento,(773) 265-7605,6938119
10/30/2018,INFI,4D,,SIL,AY43767,IL,701 N. Sacramento,(773) 265-7605,6938125
09/28/2018,HOND,4D,,BLK,AG32639,IL,400 E. Lower Wacker,(312) 744-7550,993438
10/29/2018,FORD,LL,,BLK,516YCD,IN,10300 S. Doty,(773) 568-8495,2862402
12/01/2018,PONT,4D,,SIL,AW25742,IL,701 N. Sacramento,(773) 265-7605,6940497
12/01/2018,DODG,VN,,RED,AV35970,IL,701 N. Sacramento,(773) 265-7605,6940493
12/01/2018,HOND,4D,,GRN,AQ24800,IL,701 N. Sacramento,(773) 265-7605,6940490
10/29/2018,CHRY,2D,,WHI,154U044,IL,701 N. Sacramento,(773) 265-7605,6938097
10/29/2018,NISS,4D,,WHI,P647085,IL,701 N. Sacramento,(773) 265-7605,6938070
10/01/2018,BUIC,4D,,RED,AP70933,IL,10300 S. Doty,(773) 568-8495,2560350
10/01/2018,MAZD,VN,,WHI,AX26171,IL,701 N. Sacramento,(773) 265-7605,6935788
10/01/2018,,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2860346
12/01/2018,CHEV,4D,,BLK,KLB1641,PA,701 N. Sacramento,(773) 265-7605,6940474
09/28/2018,MITS,2D,,BLU,,,10300 S. Doty,(773) 568-8495,2860017
10/29/2018,CHEV,4D,,SIL,169U801,IL,10300 S. Doty,(773) 568-8495,2862410
10/30/2018,JEEP,4D,,BLK,217U585,IL,701 N. Sacramento,(773) 265-7605,6938122
10/30/2018,MERC,4D,,SIL,AP16687,IL,10300 S. Doty,(773) 568-8495,2862427
09/28/2018,JEEP,LL,,BLK,0J11V7,TN,10300 S. Doty,(773) 568-8495,2860022
10/30/2018,AUDI,4D,,BLK,BC57451,IL,10300 S. Doty,(773) 568-8495,2862426
12/01/2018,JEEP,LL,,BLK,A937394,IL,10300 S. Doty,(773) 568-8495,2864370
09/28/2018,FORD,PK,TK,GLD,,,10300 S. Doty,(773) 568-8495,2860114
12/01/2018,TOYT,4D,,SIL,1724427,IL,10300 S. Doty,(773) 568-8495,2864365
12/01/2018,CHRY,2D,,BLK,AN18310,IL,701 N. Sacramento,(773) 265-7605,6940473
09/28/2018,TOYT,4D,,SIL,AG58608,IL,10300 S. Doty,(773) 568-8495,2860129
09/28/2018,HOND,4D,,BLK,AX16967,IL,10300 S. Doty,(773) 568-8495,2860130
09/28/2018,JEEP,LL,TK,GRY,877PXB,WI,701 N. Sacramento,(773) 265-7605,6935504
09/28/2018,LEXS,4D,,GRY,6904377,IL,701 N. Sacramento,(773) 265-7605,6935503
09/28/2018,SUZI,4D,,BLK,7550291,IL,701 N. Sacramento,(773) 265-7605,6935505
09/28/2018,NISS,4D,,GRY,AQ60943,IL,10300 S. Doty,(773) 568-8495,2860030
10/30/2018,DODG,VN,TK,RED,AD70809,IL,10300 S. Doty,(773) 568-8495,2862433
09/28/2018,CHEV,4D,MAL,PLE,983TET,IN,10300 S. Doty,(773) 568-8495,2860069
12/01/2018,TOYT,4D,,RED,E824646,IL,10300 S. Doty,(773) 568-8495,2864344
09/29/2018,MITS,LL,,RED,ZZ21918,IL,701 N. Sacramento,(773) 265-7605,6935579
12/01/2018,TOYT,4D,,WHI,H897727,IL,10300 S. Doty,(773) 568-8495,480959
12/01/2018,HYUN,4D,,BLU,Q932363,IL,701 N. Sacramento,(773) 265-7605,6940498
10/29/2018,GMC,2D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2862395
12/01/2018,FORD,2D,,WHI,BB16092,IL,10300 S. Doty,(773) 568-8495,2864343
10/20/2018,MAZD,VN,,SIL,BB78057,IL,10300 S. Doty,(773) 568-8495,2861616
10/20/2018,MERZ,2D,,SIL,155U290,IL,10300 S. Doty,(773) 568-8495,2861618
10/20/2018,FORD,LL,,RED,AD64998,IL,10300 S. Doty,(773) 568-8495,2861617
09/28/2018,ISU,4D,,RED,594672,IL,701 N. Sacramento,(773) 265-7605,6935454
09/28/2018,CHEV,LL,,BLK,154U039,IL,10300 S. Doty,(773) 568-8495,2860036
12/01/2018,TOYT,4D,,WHI,7XVC477,CA,701 N. Sacramento,(773) 265-7605,6940621
10/30/2018,PONT,4D,,BLK,AS85526,IL,701 N. Sacramento,(773) 265-7605,6938137
09/28/2018,FORD,LL,,BLK,318U833,IL,10300 S. Doty,(773) 568-8495,2860042
09/28/2018,CHRY,4D,,SIL,L927681,IL,10300 S. Doty,(773) 568-8495,2860043
09/28/2018,NISS,4D,,BLK,AS29299,IL,10300 S. Doty,(773) 568-8495,2860041
09/28/2018,PONT,4D,,RED,AX23982,IL,10300 S. Doty,(773) 568-8495,2860035
09/29/2018,OLDS,4D,,BRO,AD74614,IL,701 N. Sacramento,(773) 265-7605,6935515
12/01/2018,CHRY,4D,,MAR,BA79030,IL,701 N. Sacramento,(773) 265-7605,6940478
09/28/2018,DODG,2D,,DBL,2244873B,IL,701 N. Sacramento,(773) 265-7605,6935462
09/28/2018,JEEP,LL,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6935463
09/28/2018,FORD,4D,,ONG,997993,IL,701 N. Sacramento,(773) 265-7605,6935465
12/01/2018,VOLK,4D,,GRY,AL96989,IL,701 N. Sacramento,(773) 265-7605,6940492
09/28/2018,CHEV,4D,,GRY,AV34090,IL,701 N. Sacramento,(773) 265-7605,6935464
10/30/2018,FORD,VN,TK,TAN,AW26066,IL,10300 S. Doty,(773) 568-8495,2862435
12/01/2018,HOND,4D,,GRN,493695,IL,701 N. Sacramento,(773) 265-7605,6940489
12/01/2018,PONT,4D,,WHI,522U780,IL,10300 S. Doty,(773) 568-8495,2864389
12/01/2018,HYUN,4D,,BLU,,,10300 S. Doty,(773) 568-8495,2864388
09/30/2018,GMC,VN,,BLU,AT56646,IL,10300 S. Doty,(773) 568-8495,2860300
09/29/2018,PONT,4D,,RED,,,701 N. Sacramento,(773) 265-7605,6935600
10/30/2018,MERC,4D,,GRN,971551,IL,701 N. Sacramento,(773) 265-7605,6938154
09/29/2018,CHEV,4D,,WHI,ART775,IN,10300 S. Doty,(773) 568-8495,2860258
12/01/2018,JAGU,4D,,BLU,AR78163,IL,701 N. Sacramento,(773) 265-7605,6940700
12/01/2018,TOYT,VN,TK,BLU,S723571,IL,701 N. Sacramento,(773) 265-7605,6940699
12/01/2018,PONT,4D,,GRY,10827A9,TX,10300 S. Doty,(773) 568-8495,2864378
10/30/2018,PONT,4D,,RED,ZX25105,IL,10300 S. Doty,(773) 568-8495,2862438
10/30/2018,FORD,LL,,RED,AN13160,IL,10300 S. Doty,(773) 568-8495,2862439
12/01/2018,FORD,4D,,GRN,Q375212,IL,701 N. Sacramento,(773) 265-7605,6940691
09/27/2018,TOYT,LL,,GRY,806359,IL,701 N. Sacramento,(773) 265-7605,6935391
12/01/2018,CHEV,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6940509
12/01/2018,SATR,4D,,GRY,668312,IL,701 N. Sacramento,(773) 265-7605,6940692
12/01/2018,NISS,VN,,GRN,,IL,701 N. Sacramento,(773) 265-7605,6940690
09/29/2018,PONT,LL,,BLU,341U209,IL,10300 S. Doty,(773) 568-8495,2860210
12/01/2018,PONT,4D,,MAR,,,10300 S. Doty,(773) 568-8495,2864393
12/01/2018,TOYT,VN,TK,TAN,AR16702,IL,701 N. Sacramento,(773) 265-7605,6940715
12/01/2018,HYUN,4D,,GRY,AM99930,IL,10300 S. Doty,(773) 568-8495,2864395
12/02/2018,DODG,4D,,SIL,V841395,IL,701 N. Sacramento,(773) 265-7605,6940819
12/02/2018,MITS,4D,,WHI,AB21606,IL,701 N. Sacramento,(773) 265-7605,6940815
09/30/2018,MERC,LL,,SIL,AX25351,IL,701 N. Sacramento,(773) 265-7605,6935653
12/02/2018,SUBA,SW,,DGR,Z549800,IL,701 N. Sacramento,(773) 265-7605,6940817
12/02/2018,DODG,LL,,SIL,8EWY901,CA,10300 S. Doty,(773) 568-8495,2864443
12/02/2018,CHEV,4D,,WHI,Q118366,IL,10300 S. Doty,(773) 568-8495,2864436
12/02/2018,MERC,4D,,BLU,J919586,IN,10300 S. Doty,(773) 568-8495,2864446
12/01/2018,CHEV,4D,,GRY,728139,IL,701 N. Sacramento,(773) 265-7605,6940463
12/01/2018,MERZ,LL,,BLK,AG39002,IL,701 N. Sacramento,(773) 265-7605,6940693
09/30/2018,PONT,2D,,BLK,AQ75170,IL,10300 S. Doty,(773) 568-8495,2860313
10/21/2018,FORD,4D,,RED,BB17204,IL,10300 S. Doty,(773) 568-8495,2861631
10/21/2018,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2861632
09/28/2018,BUIC,4D,,TAN,AE14246,IL,10300 S. Doty,(773) 568-8495,2860078
12/01/2018,CHEV,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2864352
12/01/2018,MERZ,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2864351
12/01/2018,BMW,4D,,GRY,98254PV,IL,10300 S. Doty,(773) 568-8495,2864350
09/29/2018,DODG,VN,,GRY,330013,IL,701 N. Sacramento,(773) 265-7605,6935609
09/29/2018,CHEV,LL,,LBL,X714261,IL,701 N. Sacramento,(773) 265-7605,6935604
09/28/2018,MITS,LL,,WHI,ZX23297,IL,10300 S. Doty,(773) 568-8495,2860083
09/28/2018,FORD,LL,TK,GRY,AL23947,IL,701 N. Sacramento,(773) 265-7605,6935476
10/01/2018,MERC,4D,,BLK,Z840142,IL,701 N. Sacramento,(773) 265-7605,6935777
10/01/2018,FORD,4D,,SIL,06006F2,TX,701 N. Sacramento,(773) 265-7605,6935779
10/21/2018,NISS,4D,,SIL,AX21315,IL,701 N. Sacramento,(773) 265-7605,6937580
10/21/2018,TOYT,LL,,BLK,Q532114,IL,701 N. Sacramento,(773) 265-7605,6937576
12/01/2018,DODG,2D,,YEL,Z984003,IL,10300 S. Doty,(773) 568-8495,2864392
10/30/2018,FORD,VN,TK,GRN,AW20695,IL,701 N. Sacramento,(773) 265-7605,6938177
10/29/2018,TOYT,4D,,TAN,AP24860,IL,10300 S. Doty,(773) 568-8495,2862411
09/28/2018,TOYT,4D,,WHI,714S347,IL,10300 S. Doty,(773) 568-8495,2860142
09/28/2018,BMW,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2860139
12/01/2018,CHEV,2D,,GRY,BB16338,IL,10300 S. Doty,(773) 568-8495,2864396
12/02/2018,DODG,4D,,BLK,432U951,IL,701 N. Sacramento,(773) 265-7605,6940867
12/02/2018,HYUN,4D,,BLU,AX77396,IL,10300 S. Doty,(773) 568-8495,2864461
09/29/2018,PONT,4D,,GRY,250U650,IL,10300 S. Doty,(773) 568-8495,2860233
12/02/2018,TOYT,4D,,WHI,AX33051,IL,10300 S. Doty,(773) 568-8495,2864470
12/02/2018,CADI,4D,,CRM,AQ44871,IL,701 N. Sacramento,(773) 265-7605,6940879
12/02/2018,ACUR,4D,,RED,GKP9870,OH,10300 S. Doty,(773) 568-8495,2864456
12/02/2018,FORD,LL,,BLK,Q225303,IL,701 N. Sacramento,(773) 265-7605,6940864
09/29/2018,HYUN,4D,,BLU,1942144,IL,701 N. Sacramento,(773) 265-7605,6935586
09/28/2018,CHRY,4D,,WHI,CEB0573,MI,701 N. Sacramento,(773) 265-7605,6935479
10/30/2018,VOLK,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,6938180
10/30/2018,CHEV,LL,TK,BLK,AT24881,IL,701 N. Sacramento,(773) 265-7605,6938181
12/02/2018,DODG,PK,,WHI,2319858B,IL,701 N. Sacramento,(773) 265-7605,6940718
10/31/2018,CHEV,LL,,WHI,AN23015,IL,10300 S. Doty,(773) 568-8495,2862452
09/30/2018,CHRY,4T,,RED,AW4992,IL,10300 S. Doty,(773) 568-8495,2860272
12/02/2018,ACUR,LL,TK,SIL,,,701 N. Sacramento,(773) 265-7605,6940717
12/02/2018,JEEP,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2864398
10/31/2018,GMC,LL,TK,RED,,,701 N. Sacramento,(773) 265-7605,6938239
10/30/2018,GMC,LL,TK,BLK,BB17471,IL,701 N. Sacramento,(773) 265-7605,6938182
